"","full_name","player_team","season","games_played","fantasy_position","player_fpoint_season","player_fpoint_per_game","player_share_season","player_share_pergame","player_share_pergame_perc","team_fp_season","team_fp_pergame"
"4651","Robbie Tarrant","North Melbourne",2014,1,"Forward",11,11,3e-04,0.007,0.7,34662,1575.55
"4652","Robbie Tarrant","North Melbourne",2015,20,"Back",1179,58.95,0.0348,0.0383,3.83,33890,1540.45
"4653","Robbie Tarrant","North Melbourne",2016,22,"Back",1523,69.23,0.0446,0.0446,4.46,34124,1551.09
"4654","Robbie Tarrant","North Melbourne",2017,21,"Back",1528,72.76,0.0447,0.0468,4.68,34168,1553.09
"4655","Robbie Tarrant","North Melbourne",2018,21,"Back",1395,66.43,0.0414,0.0434,4.34,33666,1530.27
"4656","Robbie Tarrant","North Melbourne",2019,22,"Back",1431,65.05,0.043,0.043,4.3,33262,1511.91
"4657","Robbie Tarrant","North Melbourne",2020,15,"Back",895,59.67,0.0462,0.0523,5.23,19386,1140.35
"4658","Robbie Tarrant","North Melbourne",2021,10,"Back",603,60.3,0.0182,0.0401,4.01,33055,1502.5
"4659","Robbie Tarrant","Richmond",2022,19,"Back",766,40.32,0.0236,0.0273,2.73,32486,1476.64
"4660","Robbie Young","St Kilda",2019,3,"Forward",111,37,0.0033,0.0242,2.42,33611,1527.77
"4661","Robert Murphy","Western Bulldogs",2014,22,"Back",1625,73.86,0.0493,0.0493,4.93,32958,1498.09
"4662","Robert Murphy","Western Bulldogs",2015,20,"Back",1595,79.75,0.0462,0.0508,5.08,34509,1568.59
"4663","Robert Murphy","Western Bulldogs",2016,3,"Forward",306,102,0.0083,0.0609,6.09,36856,1675.27
"4664","Robert Murphy","Western Bulldogs",2017,17,"Back",1317,77.47,0.0372,0.0482,4.82,35384,1608.36
"4665","Robert Warnock","Carlton",2014,16,"Ruck",1065,66.56,0.032,0.0439,4.39,33333,1515.14
"4666","Robert Warnock","Carlton",2015,2,"Forward",108,54,0.0034,0.0378,3.78,31425,1428.41
"4667","Robin Nahas","North Melbourne",2014,8,"Forward",553,69.12,0.016,0.0439,4.39,34662,1575.55
"4668","Robin Nahas","North Melbourne",2015,17,"Forward",1149,67.59,0.0339,0.0439,4.39,33890,1540.45
"4669","Robin Nahas","North Melbourne",2016,8,"Forward",379,47.38,0.0111,0.0305,3.05,34124,1551.09
"4670","Rohan Bail","Melbourne",2014,21,"Forward",1457,69.38,0.0445,0.0467,4.67,32708,1486.73
"4671","Rohan Bail","Melbourne",2015,6,"Forward",273,45.5,0.0085,0.031,3.1,32285,1467.5
"4672","Rohan Bewick","Brisbane Lions",2014,16,"Forward",1021,63.81,0.0316,0.0435,4.35,32278,1467.18
"4673","Rohan Bewick","Brisbane Lions",2015,15,"Forward",941,62.73,0.0286,0.042,4.2,32897,1495.32
"4674","Rohan Bewick","Brisbane Lions",2016,14,"Forward",939,67.07,0.03,0.0471,4.71,31324,1423.82
"4675","Rohan Bewick","Brisbane Lions",2017,8,"Mid",500,62.5,0.0146,0.0403,4.03,34151,1552.32
"4676","Rohan Bewick","Brisbane Lions",2018,3,"Mid",218,72.67,0.0063,0.0461,4.61,34686,1576.64
"4677","Ronin O'Connor","Adelaide",2021,3,NA,69,23,0.0022,0.0159,1.59,31813,1446.05
"4678","Rory Atkins","Adelaide",2015,7,"Mid",368,52.57,0.0112,0.0353,3.53,32796,1490.73
"4679","Rory Atkins","Adelaide",2016,22,"Mid",1606,73,0.0433,0.0433,4.33,37072,1685.09
"4680","Rory Atkins","Adelaide",2017,22,"Mid",1787,81.23,0.0483,0.0483,4.83,36980,1680.91
"4681","Rory Atkins","Adelaide",2018,20,"Mid",1592,79.6,0.0447,0.0492,4.92,35579,1617.23
"4682","Rory Atkins","Adelaide",2019,20,"Mid",1628,81.4,0.0451,0.0496,4.96,36093,1640.59
"4683","Rory Atkins","Adelaide",2020,3,"Mid",79,26.33,0.0042,0.024,2.4,18654,1097.29
"4684","Rory Atkins","Gold Coast",2021,8,"Mid",312,39,0.0091,0.0251,2.51,34178,1553.55
"4685","Rory Atkins","Gold Coast",2022,9,"Back",297,33,0.0094,0.023,2.3,31621,1437.32
"4686","Rory Laird","Adelaide",2014,16,"Back",977,61.06,0.0286,0.0393,3.93,34197,1554.41
"4687","Rory Laird","Adelaide",2015,21,"Back",1854,88.29,0.0565,0.0592,5.92,32796,1490.73
"4688","Rory Laird","Adelaide",2016,17,"Back",1644,96.71,0.0443,0.0574,5.74,37072,1685.09
"4689","Rory Laird","Adelaide",2017,22,"Back",2209,100.41,0.0597,0.0597,5.97,36980,1680.91
"4690","Rory Laird","Adelaide",2018,20,"Back",2155,107.75,0.0606,0.0666,6.66,35579,1617.23
"4691","Rory Laird","Adelaide",2019,22,"Back",2132,96.91,0.0591,0.0591,5.91,36093,1640.59
"4692","Rory Laird","Adelaide",2020,16,"Back",1289,80.56,0.0691,0.0734,7.34,18654,1097.29
"4693","Rory Laird","Adelaide",2021,22,"Mid",2457,111.68,0.0772,0.0772,7.72,31813,1446.05
"4694","Rory Laird","Adelaide",2022,20,"Mid",2407,120.35,0.0744,0.0818,8.18,32356,1470.73
"4695","Rory Lobb","Fremantle",2019,15,"Ruck",1190,79.33,0.0354,0.0519,5.19,33617,1528.05
"4696","Rory Lobb","Fremantle",2020,16,"Forward",873,54.56,0.0438,0.0466,4.66,19922,1171.88
"4697","Rory Lobb","Fremantle",2021,13,"Forward",914,70.31,0.0286,0.0484,4.84,31927,1451.23
"4698","Rory Lobb","Fremantle",2022,19,"Forward",1262,66.42,0.0364,0.0421,4.21,34709,1577.68
"4699","Rory Lobb","Greater Western Sydney",2014,2,"Forward",78,39,0.0023,0.0255,2.55,33707,1532.14
"4700","Rory Lobb","Greater Western Sydney",2015,9,"Ruck",496,55.11,0.0145,0.0353,3.53,34301,1559.14
"4701","Rory Lobb","Greater Western Sydney",2016,22,"Forward",1481,67.32,0.0404,0.0404,4.04,36633,1665.14
"4702","Rory Lobb","Greater Western Sydney",2017,17,"Forward",1127,66.29,0.0316,0.0409,4.09,35659,1620.86
"4703","Rory Lobb","Greater Western Sydney",2018,17,"Ruck",1135,66.76,0.0326,0.0422,4.22,34798,1581.73
"4704","Rory Sloane","Adelaide",2014,22,"Mid",2301,104.59,0.0673,0.0673,6.73,34197,1554.41
"4705","Rory Sloane","Adelaide",2015,16,"Mid",1523,95.19,0.0464,0.0639,6.39,32796,1490.73
"4706","Rory Sloane","Adelaide",2016,21,"Mid",2223,105.86,0.06,0.0628,6.28,37072,1685.09
"4707","Rory Sloane","Adelaide",2017,22,"Mid",2354,107,0.0637,0.0637,6.37,36980,1680.91
"4708","Rory Sloane","Adelaide",2018,12,"Mid",1079,89.92,0.0303,0.0556,5.56,35579,1617.23
"4709","Rory Sloane","Adelaide",2019,22,"Mid",2191,99.59,0.0607,0.0607,6.07,36093,1640.59
"4710","Rory Sloane","Adelaide",2020,11,"Mid",651,59.18,0.0349,0.0539,5.39,18654,1097.29
"4711","Rory Sloane","Adelaide",2021,18,"Mid",1540,85.56,0.0484,0.0592,5.92,31813,1446.05
"4712","Rory Sloane","Adelaide",2022,4,"Forward",279,69.75,0.0086,0.0474,4.74,32356,1470.73
"4713","Rory Thompson","Gold Coast",2014,19,"Back",823,43.32,0.0258,0.0298,2.98,31961,1452.77
"4714","Rory Thompson","Gold Coast",2015,12,"Back",408,34,0.0132,0.0242,2.42,30907,1404.86
"4715","Rory Thompson","Gold Coast",2016,14,"Back",649,46.36,0.0194,0.0305,3.05,33440,1520
"4716","Rory Thompson","Gold Coast",2017,7,"Back",335,47.86,0.0095,0.0298,2.98,35324,1605.64
"4717","Rory Thompson","Gold Coast",2018,17,"Back",535,31.47,0.0168,0.0217,2.17,31845,1447.5
"4718","Rory Thompson","Gold Coast",2022,3,"Back",81,27,0.0026,0.0188,1.88,31621,1437.32
"4719","Rowan Marshall","St Kilda",2017,1,"Forward",60,60,0.0016,0.0363,3.63,36366,1653
"4720","Rowan Marshall","St Kilda",2018,12,"Forward",846,70.5,0.0246,0.0451,4.51,34375,1562.5
"4721","Rowan Marshall","St Kilda",2019,20,"Ruck",1983,99.15,0.059,0.0649,6.49,33611,1527.77
"4722","Rowan Marshall","St Kilda",2020,16,"Forward",1249,78.06,0.0623,0.0662,6.62,20045,1179.12
"4723","Rowan Marshall","St Kilda",2021,13,"Forward",1166,89.69,0.0338,0.0571,5.71,34539,1569.95
"4724","Rowan Marshall","St Kilda",2022,21,"Ruck",1918,91.33,0.0549,0.0575,5.75,34936,1588
"4725","Rupert Wills","Collingwood",2016,5,"Forward",422,84.4,0.0118,0.0518,5.18,35857,1629.86
"4726","Rupert Wills","Collingwood",2017,1,NA,64,64,0.0017,0.0371,3.71,37905,1722.95
"4727","Rupert Wills","Collingwood",2019,7,"Mid",475,67.86,0.0127,0.04,4,37323,1696.5
"4728","Rupert Wills","Collingwood",2020,8,NA,456,57,0.0218,0.0464,4.64,20886,1228.59
"4729","Ryan Abbott","Geelong",2018,3,"Ruck",278,92.67,0.0079,0.058,5.8,35160,1598.18
"4730","Ryan Abbott","Geelong",2019,1,"Ruck",73,73,0.0021,0.0462,4.62,34798,1581.73
"4731","Ryan Abbott","St Kilda",2020,1,"Forward",22,22,0.0011,0.0187,1.87,20045,1179.12
"4732","Ryan Angwin","Greater Western Sydney",2022,1,NA,11,11,3e-04,0.0071,0.71,34173,1553.32
"4733","Ryan Bastinac","Brisbane Lions",2016,22,"Forward",1705,77.5,0.0544,0.0544,5.44,31324,1423.82
"4734","Ryan Bastinac","Brisbane Lions",2017,16,"Mid",1254,78.38,0.0367,0.0505,5.05,34151,1552.32
"4735","Ryan Bastinac","Brisbane Lions",2018,2,NA,116,58,0.0033,0.0368,3.68,34686,1576.64
"4736","Ryan Bastinac","Brisbane Lions",2019,3,NA,162,54,0.0047,0.0348,3.48,34135,1551.59
"4737","Ryan Bastinac","North Melbourne",2014,22,"Mid",1682,76.45,0.0485,0.0485,4.85,34662,1575.55
"4738","Ryan Bastinac","North Melbourne",2015,17,"Forward",1108,65.18,0.0327,0.0423,4.23,33890,1540.45
"4739","Ryan Burton","Hawthorn",2016,3,"Forward",163,54.33,0.0046,0.0337,3.37,35477,1612.59
"4740","Ryan Burton","Hawthorn",2017,20,"Back",1688,84.4,0.0457,0.0503,5.03,36912,1677.82
"4741","Ryan Burton","Hawthorn",2018,21,"Back",1303,62.05,0.0365,0.0383,3.83,35655,1620.68
"4742","Ryan Burton","Port Adelaide",2019,16,"Back",1155,72.19,0.0324,0.0445,4.45,35703,1622.86
"4743","Ryan Burton","Port Adelaide",2020,5,"Back",233,46.6,0.0112,0.0381,3.81,20773,1221.94
"4744","Ryan Burton","Port Adelaide",2021,22,"Back",1615,73.41,0.0458,0.0458,4.58,35270,1603.18
"4745","Ryan Burton","Port Adelaide",2022,22,"Back",1750,79.55,0.0503,0.0503,5.03,34795,1581.59
"4746","Ryan Byrnes","St Kilda",2020,1,NA,21,21,0.001,0.0178,1.78,20045,1179.12
"4747","Ryan Byrnes","St Kilda",2021,16,"Forward",1008,63,0.0292,0.0401,4.01,34539,1569.95
"4748","Ryan Byrnes","St Kilda",2022,11,"Back",333,30.27,0.0095,0.0191,1.91,34936,1588
"4749","Ryan Clarke","North Melbourne",2016,6,"Mid",331,55.17,0.0097,0.0356,3.56,34124,1551.09
"4750","Ryan Clarke","North Melbourne",2017,15,"Mid",1031,68.73,0.0302,0.0443,4.43,34168,1553.09
"4751","Ryan Clarke","North Melbourne",2018,19,"Back",1337,70.37,0.0397,0.046,4.6,33666,1530.27
"4752","Ryan Clarke","Sydney",2019,14,"Mid",868,62,0.0253,0.0398,3.98,34277,1558.05
"4753","Ryan Clarke","Sydney",2020,10,"Mid",599,59.9,0.0308,0.0524,5.24,19445,1143.82
"4754","Ryan Clarke","Sydney",2021,3,NA,30,10,9e-04,0.0063,0.63,34749,1579.5
"4755","Ryan Clarke","Sydney",2022,11,"Forward",405,36.82,0.0118,0.0237,2.37,34236,1556.18
"4756","Ryan Crowley","Essendon",2016,8,"Mid",525,65.62,0.0149,0.0409,4.09,35271,1603.23
"4757","Ryan Crowley","Fremantle",2014,22,"Mid",1261,57.32,0.0364,0.0364,3.64,34640,1574.55
"4758","Ryan Davis","Gold Coast",2016,19,"Forward",1193,62.79,0.0357,0.0413,4.13,33440,1520
"4759","Ryan Davis","Gold Coast",2017,2,"Mid",116,58,0.0033,0.0361,3.61,35324,1605.64
"4760","Ryan Gardner","Western Bulldogs",2019,2,"Forward",58,29,0.0016,0.0179,1.79,35690,1622.27
"4761","Ryan Gardner","Western Bulldogs",2020,8,"Back",192,24,0.0097,0.0205,2.05,19868,1168.71
"4762","Ryan Gardner","Western Bulldogs",2021,6,"Back",150,25,0.0044,0.0162,1.62,34008,1545.82
"4763","Ryan Gardner","Western Bulldogs",2022,21,"Back",974,46.38,0.0283,0.0296,2.96,34448,1565.82
"4764","Ryan Garthwaite","Richmond",2018,2,"Back",98,49,0.0029,0.0324,3.24,33233,1510.59
"4765","Ryan Garthwaite","Richmond",2019,7,"Back",291,41.57,0.0086,0.0269,2.69,33980,1544.55
"4766","Ryan Garthwaite","Richmond",2021,5,"Back",192,38.4,0.0059,0.0261,2.61,32417,1473.5
"4767","Ryan Griffen","Greater Western Sydney",2015,21,"Forward",1654,78.76,0.0482,0.0505,5.05,34301,1559.14
"4768","Ryan Griffen","Greater Western Sydney",2016,13,"Mid",1098,84.46,0.03,0.0507,5.07,36633,1665.14
"4769","Ryan Griffen","Greater Western Sydney",2017,3,"Mid",164,54.67,0.0046,0.0337,3.37,35659,1620.86
"4770","Ryan Griffen","Greater Western Sydney",2018,15,"Mid",930,62,0.0267,0.0392,3.92,34798,1581.73
"4771","Ryan Griffen","Western Bulldogs",2014,19,"Mid",1626,85.58,0.0493,0.0571,5.71,32958,1498.09
"4772","Ryan Harwood","Brisbane Lions",2014,14,"Back",1015,72.5,0.0314,0.0494,4.94,32278,1467.18
"4773","Ryan Harwood","Brisbane Lions",2015,3,"Forward",136,45.33,0.0041,0.0303,3.03,32897,1495.32
"4774","Ryan Harwood","Brisbane Lions",2016,13,"Back",696,53.54,0.0222,0.0376,3.76,31324,1423.82
"4775","Ryan Harwood","Brisbane Lions",2017,9,NA,461,51.22,0.0135,0.033,3.3,34151,1552.32
"4776","Ryan Lester","Brisbane Lions",2014,14,"Mid",1094,78.14,0.0339,0.0533,5.33,32278,1467.18
"4777","Ryan Lester","Brisbane Lions",2015,9,"Back",539,59.89,0.0164,0.0401,4.01,32897,1495.32
"4778","Ryan Lester","Brisbane Lions",2016,19,"Mid",997,52.47,0.0318,0.0369,3.69,31324,1423.82
"4779","Ryan Lester","Brisbane Lions",2017,22,"Mid",1594,72.45,0.0467,0.0467,4.67,34151,1552.32
"4780","Ryan Lester","Brisbane Lions",2018,15,"Mid",953,63.53,0.0275,0.0403,4.03,34686,1576.64
"4781","Ryan Lester","Brisbane Lions",2019,9,"Back",502,55.78,0.0147,0.0359,3.59,34135,1551.59
"4782","Ryan Lester","Brisbane Lions",2020,13,"Back",649,49.92,0.0323,0.0423,4.23,20068,1180.47
"4783","Ryan Lester","Brisbane Lions",2021,16,"Back",795,49.69,0.0235,0.0323,3.23,33794,1536.09
"4784","Ryan Lester","Brisbane Lions",2022,3,"Back",106,35.33,0.0031,0.023,2.3,33756,1534.36
"4785","Ryan Nyhuis","Fremantle",2017,4,"Back",215,53.75,0.0064,0.0352,3.52,33570,1525.91
"4786","Ryan Nyhuis","Fremantle",2018,8,"Forward",401,50.12,0.0121,0.0332,3.32,33225,1510.23
"4787","Ryan Nyhuis","Fremantle",2019,5,"Back",228,45.6,0.0068,0.0298,2.98,33617,1528.05
"4788","Ryan OKeefe","Sydney",2014,4,"Forward",185,46.25,0.0052,0.0286,2.86,35597,1618.05
"4789","Ryan Schoenmakers","Hawthorn",2014,15,"Back",887,59.13,0.0243,0.0356,3.56,36544,1661.09
"4790","Ryan Schoenmakers","Hawthorn",2015,13,"Forward",696,53.54,0.0186,0.0314,3.14,37469,1703.14
"4791","Ryan Schoenmakers","Hawthorn",2016,4,"Forward",125,31.25,0.0035,0.0194,1.94,35477,1612.59
"4792","Ryan Schoenmakers","Hawthorn",2017,11,"Forward",582,52.91,0.0158,0.0315,3.15,36912,1677.82
"4793","Ryan Schoenmakers","Hawthorn",2018,8,"Forward",382,47.75,0.0107,0.0295,2.95,35655,1620.68
"4794","Ryley Stoddart","Sydney",2018,2,NA,68,34,0.002,0.0219,2.19,34154,1552.45
"4795","Ryley Stoddart","Sydney",2019,2,NA,34,17,0.001,0.0109,1.09,34277,1558.05
"4796","Ryley Stoddart","Sydney",2020,2,NA,95,47.5,0.0049,0.0415,4.15,19445,1143.82
"4797","Sam Berry","Adelaide",2021,17,"Forward",729,42.88,0.0229,0.0297,2.97,31813,1446.05
"4798","Sam Berry","Adelaide",2022,18,"Mid",1518,84.33,0.0469,0.0573,5.73,32356,1470.73
"4799","Sam Blease","Geelong",2015,1,NA,24,24,7e-04,0.016,1.6,32982,1499.18
"4800","Sam Blease","Melbourne",2014,2,NA,85,42.5,0.0026,0.0286,2.86,32708,1486.73
"4801","Sam Butler","Hawthorn",2022,9,"Forward",326,36.22,0.01,0.0245,2.45,32582,1481
"4802","Sam Butler","West Coast",2014,12,"Back",770,64.17,0.0222,0.0407,4.07,34684,1576.55
"4803","Sam Butler","West Coast",2015,14,"Back",1018,72.71,0.0289,0.0454,4.54,35270,1603.18
"4804","Sam Butler","West Coast",2016,19,"Back",1109,58.37,0.0325,0.0376,3.76,34108,1550.36
"4805","Sam Butler","West Coast",2017,9,"Back",495,55,0.014,0.0343,3.43,35276,1603.45
"4806","Sam Collins","Fremantle",2016,12,"Back",712,59.33,0.0208,0.0381,3.81,34256,1557.09
"4807","Sam Collins","Fremantle",2017,2,"Back",97,48.5,0.0029,0.0318,3.18,33570,1525.91
"4808","Sam Collins","Gold Coast",2019,9,"Back",435,48.33,0.0132,0.0323,3.23,32877,1494.41
"4809","Sam Collins","Gold Coast",2020,16,"Back",729,45.56,0.0379,0.0403,4.03,19228,1131.06
"4810","Sam Collins","Gold Coast",2021,19,"Back",1052,55.37,0.0308,0.0356,3.56,34178,1553.55
"4811","Sam Collins","Gold Coast",2022,22,"Back",1131,51.41,0.0358,0.0358,3.58,31621,1437.32
"4812","Sam Colquhoun","Port Adelaide",2015,6,"Back",386,64.33,0.0111,0.0407,4.07,34798,1581.73
"4813","Sam Darcy","Western Bulldogs",2022,3,"Back",187,62.33,0.0054,0.0398,3.98,34448,1565.82
"4814","Sam Darley","Western Bulldogs",2014,5,"Mid",246,49.2,0.0075,0.0328,3.28,32958,1498.09
"4815","Sam Darley","Western Bulldogs",2015,2,NA,143,71.5,0.0041,0.0456,4.56,34509,1568.59
"4816","Sam Day","Gold Coast",2014,22,"Forward",1194,54.27,0.0374,0.0374,3.74,31961,1452.77
"4817","Sam Day","Gold Coast",2015,14,"Forward",600,42.86,0.0194,0.0305,3.05,30907,1404.86
"4818","Sam Day","Gold Coast",2016,20,"Forward",1174,58.7,0.0351,0.0386,3.86,33440,1520
"4819","Sam Day","Gold Coast",2018,12,"Forward",630,52.5,0.0198,0.0363,3.63,31845,1447.5
"4820","Sam Day","Gold Coast",2019,10,"Forward",637,63.7,0.0194,0.0426,4.26,32877,1494.41
"4821","Sam Day","Gold Coast",2020,16,"Forward",651,40.69,0.0339,0.036,3.6,19228,1131.06
"4822","Sam Day","Gold Coast",2021,6,"Forward",303,50.5,0.0089,0.0325,3.25,34178,1553.55
"4823","Sam Day","Gold Coast",2022,4,"Forward",163,40.75,0.0052,0.0284,2.84,31621,1437.32
"4824","Sam De Koning","Geelong",2021,1,"Forward",29,29,8e-04,0.0178,1.78,35744,1624.73
"4825","Sam De Koning","Geelong",2022,20,"Back",949,47.45,0.0272,0.0299,2.99,34900,1586.36
"4826","Sam Docherty","Carlton",2014,16,"Mid",1260,78.75,0.0378,0.052,5.2,33333,1515.14
"4827","Sam Docherty","Carlton",2015,19,"Back",1561,82.16,0.0497,0.0575,5.75,31425,1428.41
"4828","Sam Docherty","Carlton",2016,22,"Back",2222,101,0.0651,0.0651,6.51,34113,1550.59
"4829","Sam Docherty","Carlton",2017,22,"Back",2570,116.82,0.0726,0.0726,7.26,35386,1608.45
"4830","Sam Docherty","Carlton",2020,15,"Back",1040,69.33,0.0532,0.0603,6.03,19538,1149.29
"4831","Sam Docherty","Carlton",2021,14,"Back",1381,98.64,0.0422,0.0663,6.63,32754,1488.82
"4832","Sam Docherty","Carlton",2022,22,"Back",2426,110.27,0.0698,0.0698,6.98,34762,1580.09
"4833","Sam Draper","Essendon",2020,8,"Ruck",405,50.62,0.0212,0.045,4.5,19124,1124.94
"4834","Sam Draper","Essendon",2021,12,"Ruck",687,57.25,0.0204,0.0375,3.75,33625,1528.41
"4835","Sam Draper","Essendon",2022,22,"Ruck",1302,59.18,0.0393,0.0393,3.93,33109,1504.95
"4836","Sam Dunell","St Kilda",2014,3,"Forward",78,26,0.0024,0.0175,1.75,32655,1484.32
"4837","Sam Durdin","Carlton",2022,1,"Back",33,33,9e-04,0.0209,2.09,34762,1580.09
"4838","Sam Durdin","North Melbourne",2017,8,"Back",372,46.5,0.0109,0.0299,2.99,34168,1553.09
"4839","Sam Durdin","North Melbourne",2018,1,"Back",22,22,7e-04,0.0144,1.44,33666,1530.27
"4840","Sam Durdin","North Melbourne",2019,10,"Back",369,36.9,0.0111,0.0244,2.44,33262,1511.91
"4841","Sam Durdin","North Melbourne",2020,3,"Back",80,26.67,0.0041,0.0234,2.34,19386,1140.35
"4842","Sam Durham","Essendon",2021,6,"Mid",318,53,0.0095,0.0347,3.47,33625,1528.41
"4843","Sam Durham","Essendon",2022,20,"Mid",1136,56.8,0.0343,0.0377,3.77,33109,1504.95
"4844","Sam Dwyer","Collingwood",2014,13,"Forward",782,60.15,0.0234,0.0396,3.96,33450,1520.45
"4845","Sam Dwyer","Collingwood",2015,5,"Mid",235,47,0.0068,0.0297,2.97,34780,1580.91
"4846","Sam Fisher","St Kilda",2014,7,"Back",562,80.29,0.0172,0.0541,5.41,32655,1484.32
"4847","Sam Fisher","St Kilda",2015,18,"Back",1273,70.72,0.037,0.0452,4.52,34449,1565.86
"4848","Sam Fisher","St Kilda",2016,12,"Back",690,57.5,0.0198,0.0362,3.62,34925,1587.5
"4849","Sam Flanders","Gold Coast",2020,5,"Forward",156,31.2,0.0081,0.0276,2.76,19228,1131.06
"4850","Sam Flanders","Gold Coast",2021,16,"Forward",887,55.44,0.026,0.0357,3.57,34178,1553.55
"4851","Sam Flanders","Gold Coast",2022,9,"Forward",399,44.33,0.0126,0.0308,3.08,31621,1437.32
"4852","Sam Frost","Greater Western Sydney",2014,16,"Back",757,47.31,0.0225,0.0309,3.09,33707,1532.14
"4853","Sam Frost","Hawthorn",2020,15,"Back",597,39.8,0.0319,0.0361,3.61,18721,1101.24
"4854","Sam Frost","Hawthorn",2021,22,"Back",1291,58.68,0.0376,0.0376,3.76,34378,1562.64
"4855","Sam Frost","Hawthorn",2022,12,"Back",617,51.42,0.0189,0.0347,3.47,32582,1481
"4856","Sam Frost","Melbourne",2015,3,"Mid",107,35.67,0.0033,0.0243,2.43,32285,1467.5
"4857","Sam Frost","Melbourne",2016,16,"Forward",819,51.19,0.0231,0.0317,3.17,35477,1612.59
"4858","Sam Frost","Melbourne",2017,16,"Back",872,54.5,0.024,0.033,3.3,36289,1649.5
"4859","Sam Frost","Melbourne",2018,10,"Back",487,48.7,0.0134,0.0295,2.95,36274,1648.82
"4860","Sam Frost","Melbourne",2019,22,"Back",1154,52.45,0.0345,0.0345,3.45,33448,1520.36
"4861","Sam Gibson","Adelaide",2018,5,"Mid",434,86.8,0.0122,0.0537,5.37,35579,1617.23
"4862","Sam Gibson","North Melbourne",2014,22,"Mid",2132,96.91,0.0615,0.0615,6.15,34662,1575.55
"4863","Sam Gibson","North Melbourne",2015,22,"Mid",1528,69.45,0.0451,0.0451,4.51,33890,1540.45
"4864","Sam Gibson","North Melbourne",2016,22,"Mid",1989,90.41,0.0583,0.0583,5.83,34124,1551.09
"4865","Sam Gibson","North Melbourne",2017,22,"Mid",1817,82.59,0.0532,0.0532,5.32,34168,1553.09
"4866","Sam Gilbert","St Kilda",2014,6,"Back",309,51.5,0.0095,0.0347,3.47,32655,1484.32
"4867","Sam Gilbert","St Kilda",2015,11,"Back",834,75.82,0.0242,0.0484,4.84,34449,1565.86
"4868","Sam Gilbert","St Kilda",2016,22,"Back",1339,60.86,0.0383,0.0383,3.83,34925,1587.5
"4869","Sam Gilbert","St Kilda",2017,18,"Back",1112,61.78,0.0306,0.0374,3.74,36366,1653
"4870","Sam Gilbert","St Kilda",2018,11,"Back",651,59.18,0.0189,0.0379,3.79,34375,1562.5
"4871","Sam Gray","Port Adelaide",2014,7,"Forward",382,54.57,0.0107,0.0337,3.37,35651,1620.5
"4872","Sam Gray","Port Adelaide",2015,10,"Forward",771,77.1,0.0222,0.0487,4.87,34798,1581.73
"4873","Sam Gray","Port Adelaide",2016,17,"Forward",1480,87.06,0.0441,0.0571,5.71,33542,1524.64
"4874","Sam Gray","Port Adelaide",2017,22,"Forward",1801,81.86,0.0502,0.0502,5.02,35866,1630.27
"4875","Sam Gray","Port Adelaide",2018,19,"Forward",1274,67.05,0.0362,0.042,4.2,35160,1598.18
"4876","Sam Gray","Port Adelaide",2019,20,"Forward",1490,74.5,0.0417,0.0459,4.59,35703,1622.86
"4877","Sam Gray","Sydney",2020,6,"Forward",232,38.67,0.0119,0.0338,3.38,19445,1143.82
"4878","Sam Grimley","Essendon",2016,4,"Forward",162,40.5,0.0046,0.0253,2.53,35271,1603.23
"4879","Sam Hayes","Port Adelaide",2022,7,"Ruck",392,56,0.0113,0.0354,3.54,34795,1581.59
"4880","Sam J. Reid","Greater Western Sydney",2016,6,"Forward",340,56.67,0.0093,0.034,3.4,36633,1665.14
"4881","Sam J. Reid","Greater Western Sydney",2017,13,"Forward",598,46,0.0168,0.0284,2.84,35659,1620.86
"4882","Sam J. Reid","Greater Western Sydney",2018,19,"Forward",883,46.47,0.0254,0.0294,2.94,34798,1581.73
"4883","Sam J. Reid","Greater Western Sydney",2019,22,"Forward",1425,64.77,0.0391,0.0391,3.91,36428,1655.82
"4884","Sam J. Reid","Greater Western Sydney",2020,3,"Forward",72,24,0.0036,0.0203,2.03,20055,1179.71
"4885","Sam J. Reid","Greater Western Sydney",2021,14,"Back",483,34.5,0.0143,0.0225,2.25,33739,1533.59
"4886","Sam Jacobs","Adelaide",2014,22,"Ruck",2137,97.14,0.0625,0.0625,6.25,34197,1554.41
"4887","Sam Jacobs","Adelaide",2015,21,"Ruck",2024,96.38,0.0617,0.0647,6.47,32796,1490.73
"4888","Sam Jacobs","Adelaide",2016,20,"Ruck",1766,88.3,0.0476,0.0524,5.24,37072,1685.09
"4889","Sam Jacobs","Adelaide",2017,22,"Ruck",2187,99.41,0.0591,0.0591,5.91,36980,1680.91
"4890","Sam Jacobs","Adelaide",2018,22,"Ruck",1792,81.45,0.0504,0.0504,5.04,35579,1617.23
"4891","Sam Jacobs","Adelaide",2019,5,"Ruck",402,80.4,0.0111,0.049,4.9,36093,1640.59
"4892","Sam Jacobs","Greater Western Sydney",2020,6,"Ruck",369,61.5,0.0184,0.0521,5.21,20055,1179.71
"4893","Sam Kerridge","Adelaide",2014,14,"Forward",713,50.93,0.0208,0.0328,3.28,34197,1554.41
"4894","Sam Kerridge","Adelaide",2015,1,"Mid",19,19,6e-04,0.0127,1.27,32796,1490.73
"4895","Sam Kerridge","Carlton",2016,21,"Forward",1687,80.33,0.0495,0.0518,5.18,34113,1550.59
